
38 30 0.798898559994 0 14.0765771059
73 30 0.641547856643 0 13.6602907374
218 30 0.685424223918 0 12.8023387463
206 30 0.631547720447 0.05 13.2643684839
134 30 0.668661089745 0.1 13.9039285597
160 30 0.653148724829 0.15000000000000002 13.5087910076
178 30 0.682993211031 0.2 14.654266465
134 30 0.684129248649 0.25 13.0191650805
4203 30 0.709346994597 0.3 13.635903254
159 30 0.657994597473 0.35 13.7691645208
224 30 0.598188702871 0.39999999999999997 13.7967807249
351 30 0.718535784802 0.44999999999999996 13.0553885144
465 30 0.648647424143 0.49999999999999994 13.380030207
213 30 0.655496167319 0.5499999999999999 12.4006433769
651 30 0.678805022006 0.6 13.4869789477
263 30 0.703015823915 0.65 13.6337967897
140 30 0.809107184888 0.7000000000000001 14.863509069
318 30 0.722911096347 0.7500000000000001 14.1551317905
9629 30 0.698255339102 0.8000000000000002 13.6472583089
326 30 0.74167478375 0.8500000000000002 13.7834132125
550 30 0.672304032093 0.9000000000000002 13.2253396215
1102 30 0.709256676494 0.9500000000000003 13.6745046562
149 30 0.621316480221 1.0000000000000002 12.1700242312
166 30 0.686731340456 1.0500000000000003 13.5320135241
367 30 0.670281913874 1.1000000000000003 12.3916918146
157 30 0.613321754368 1.1500000000000004 13.0572913994
249 30 0.677958875143 1.2000000000000004 14.0278541435
181 30 0.693651084504 1.2500000000000004 13.9716337088
474 30 0.690710900342 1.3000000000000005 13.223686179
202 30 0.737675426868 1.3500000000000005 13.5426346733
230 30 0.733758910799 1.4000000000000006 13.5945622478
184 30 0.690422379392 1.4500000000000006 12.9124292689
