nPolymers: 5
Polymer 0, bead 1, weight: 1.0 lowLim: 1.0, upLim: 1.2
Polymer 3, bead 27, weight: 7.8685644047 lowLim: 0.06461081889226679, upLim: 14.301811845272683
Polymer 3, bead 28, weight: 8.3079736859 lowLim: 0.05814973700304011, upLim: 15.731993029799952
Polymer 3, bead 29, weight: 9.10486557041 lowLim: 0.0523347633027361, upLim: 17.30519233277995
Polymer 3, bead 30, weight: 9.58872336048 lowLim: 0.04710128697246249, upLim: 19.035711566057945
Polymer 3, bead 31, weight: 10.7539267273 lowLim: 0.042391158275216244, upLim: 20.93928272266374
Polymer 3, bead 32, weight: 13.9871719676 lowLim: 0.03815204244769462, upLim: 23.033210994930116
Polymer 3, bead 33, weight: 14.6954212059 lowLim: 0.03433683820292516, upLim: 25.33653209442313
Polymer 3, bead 34, weight: 16.5511256322 lowLim: 0.030903154382632643, upLim: 27.870185303865448
Polymer 2, bead 20, weight: 3.88868202108 lowLim: 0.13508517176729928, upLim: 7.339090853809758
Polymer 2, bead 21, weight: 4.27016510992 lowLim: 0.12157665459056936, upLim: 8.072999939190733
Polymer 2, bead 22, weight: 4.32231354345 lowLim: 0.10941898913151243, upLim: 8.880299933109807
Polymer 2, bead 23, weight: 4.34765717212 lowLim: 0.0984770902183612, upLim: 9.768329926420789
Polymer 2, bead 24, weight: 5.5476373264 lowLim: 0.08862938119652508, upLim: 10.745162919062869
Polymer 2, bead 25, weight: 7.72287123871 lowLim: 0.07976644307687257, upLim: 11.819679210969158
Polymer 2, bead 26, weight: 10.0178638466 lowLim: 0.07178979876918531, upLim: 13.001647132066074
Polymer 2, bead 27, weight: 11.3214012263 lowLim: 0.06461081889226679, upLim: 14.301811845272683
Polymer 2, bead 28, weight: 13.0918511724 lowLim: 0.05814973700304011, upLim: 15.731993029799952
Polymer 2, bead 29, weight: 13.4310918631 lowLim: 0.0523347633027361, upLim: 17.30519233277995
Polymer 2, bead 30, weight: 17.4890237391 lowLim: 0.04710128697246249, upLim: 19.035711566057945
Polymer 2, bead 31, weight: 17.735477156 lowLim: 0.042391158275216244, upLim: 20.93928272266374
Polymer 2, bead 32, weight: 20.8929173368 lowLim: 0.03815204244769462, upLim: 23.033210994930116
Polymer 2, bead 33, weight: 21.1596275601 lowLim: 0.03433683820292516, upLim: 25.33653209442313
Polymer 2, bead 34, weight: 30.6254894199 lowLim: 0.030903154382632643, upLim: 27.870185303865448
Polymer 1, bead 20, weight: 7.34677217345 lowLim: 0.13508517176729928, upLim: 7.339090853809758
Polymer 1, bead 21, weight: 7.79384192304 lowLim: 0.12157665459056936, upLim: 8.072999939190733
Polymer 1, bead 22, weight: 8.08415698406 lowLim: 0.10941898913151243, upLim: 8.880299933109807
Polymer 1, bead 23, weight: 9.34143382626 lowLim: 0.0984770902183612, upLim: 9.768329926420789
Polymer 1, bead 24, weight: 10.2606825286 lowLim: 0.08862938119652508, upLim: 10.745162919062869
Polymer 1, bead 25, weight: 10.778263768 lowLim: 0.07976644307687257, upLim: 11.819679210969158
Polymer 1, bead 26, weight: 10.8774449087 lowLim: 0.07178979876918531, upLim: 13.001647132066074
Polymer 1, bead 27, weight: 14.0029703368 lowLim: 0.06461081889226679, upLim: 14.301811845272683
Polymer 1, bead 28, weight: 15.3637774179 lowLim: 0.05814973700304011, upLim: 15.731993029799952
Polymer 1, bead 29, weight: 15.5396466985 lowLim: 0.0523347633027361, upLim: 17.30519233277995
Polymer 1, bead 30, weight: 2.6297037064 lowLim: 0.04710128697246249, upLim: 19.035711566057945
Polymer 1, bead 31, weight: 3.06320269422 lowLim: 0.042391158275216244, upLim: 20.93928272266374
Polymer 1, bead 32, weight: 3.54255837112 lowLim: 0.03815204244769462, upLim: 23.033210994930116
Polymer 1, bead 33, weight: 5.82659404056 lowLim: 0.03433683820292516, upLim: 25.33653209442313
Polymer 1, bead 34, weight: 6.07439772755 lowLim: 0.030903154382632643, upLim: 27.870185303865448
Polymer 0, bead 8, weight: 1.65722837111 lowLim: 0.47829690000000014, upLim: 2.3384605200000013
Polymer 0, bead 9, weight: 1.71942961085 lowLim: 0.43046721000000016, upLim: 2.572306572000002
Polymer 0, bead 10, weight: 2.10301418093 lowLim: 0.38742048900000015, upLim: 2.8295372292000023
Polymer 0, bead 11, weight: 2.14839753281 lowLim: 0.34867844010000015, upLim: 3.1124909521200026
Polymer 0, bead 12, weight: 2.225168385 lowLim: 0.31381059609000017, upLim: 3.423740047332003
Polymer 0, bead 13, weight: 2.24408336912 lowLim: 0.28242953648100017, upLim: 3.7661140520652037
Polymer 0, bead 14, weight: 2.256269309 lowLim: 0.25418658283290013, upLim: 4.142725457271724
Polymer 0, bead 15, weight: 2.56070784712 lowLim: 0.22876792454961012, upLim: 4.556998002998897
Polymer 0, bead 16, weight: 3.12711525366 lowLim: 0.2058911320946491, upLim: 5.012697803298788
Polymer 0, bead 17, weight: 3.27750746985 lowLim: 0.1853020188851842, upLim: 5.513967583628667
Polymer 0, bead 18, weight: 3.37179071169 lowLim: 0.16677181699666577, upLim: 6.065364341991534
Polymer 0, bead 19, weight: 3.41610307155 lowLim: 0.1500946352969992, upLim: 6.6719007761906886
Polymer 0, bead 20, weight: 3.43822861805 lowLim: 0.13508517176729928, upLim: 7.339090853809758
Polymer 0, bead 21, weight: 3.68591365502 lowLim: 0.12157665459056936, upLim: 8.072999939190733
Polymer 0, bead 22, weight: 3.72265884685 lowLim: 0.10941898913151243, upLim: 8.880299933109807
Polymer 0, bead 23, weight: 3.74349869426 lowLim: 0.0984770902183612, upLim: 9.768329926420789
Polymer 0, bead 24, weight: 3.76239021369 lowLim: 0.08862938119652508, upLim: 10.745162919062869
Polymer 0, bead 25, weight: 3.7806596299 lowLim: 0.07976644307687257, upLim: 11.819679210969158
Polymer 0, bead 26, weight: 2.89949061678 lowLim: 0.07178979876918531, upLim: 13.001647132066074
Polymer 0, bead 27, weight: 2.99171862894 lowLim: 0.06461081889226679, upLim: 14.301811845272683
Polymer 0, bead 28, weight: 3.12817837967 lowLim: 0.05814973700304011, upLim: 15.731993029799952
Polymer 0, bead 29, weight: 3.16928645128 lowLim: 0.0523347633027361, upLim: 17.30519233277995
Polymer 0, bead 30, weight: 3.20239712787 lowLim: 0.04710128697246249, upLim: 19.035711566057945
Polymer 0, bead 31, weight: 3.22079181036 lowLim: 0.042391158275216244, upLim: 20.93928272266374
Polymer 0, bead 32, weight: 3.60918969119 lowLim: 0.03815204244769462, upLim: 23.033210994930116
Polymer 0, bead 33, weight: 3.71882130832 lowLim: 0.03433683820292516, upLim: 25.33653209442313
Polymer 0, bead 34, weight: 4.29370641576 lowLim: 0.030903154382632643, upLim: 27.870185303865448
nPolymers: 5
nPolymers: 5
Polymer 1, bead 1, weight: 1.0 lowLim: 1.0, upLim: 1.2
Polymer 1, bead 2, weight: 1.00504524922 lowLim: 0.9, upLim: 1.32
Polymer 1, bead 3, weight: 1.01048601768 lowLim: 0.81, upLim: 1.4520000000000002
Polymer 1, bead 4, weight: 1.15582928517 lowLim: 0.7290000000000001, upLim: 1.5972000000000004
Polymer 1, bead 5, weight: 1.42033126774 lowLim: 0.6561000000000001, upLim: 1.7569200000000005
Polymer 1, bead 6, weight: 1.45430499483 lowLim: 0.5904900000000002, upLim: 1.9326120000000007
Polymer 1, bead 7, weight: 0.337845719701 lowLim: 0.5314410000000002, upLim: 2.125873200000001
lowLim
Polymer removed
Polymer 1, bead 1, weight: 1.0 lowLim: 1.0, upLim: 1.2
Polymer 1, bead 2, weight: 1.00467608566 lowLim: 0.9, upLim: 1.32
Polymer 1, bead 3, weight: 1.02061391493 lowLim: 0.81, upLim: 1.4520000000000002
Polymer 1, bead 4, weight: 1.04758371014 lowLim: 0.7290000000000001, upLim: 1.5972000000000004
Polymer 1, bead 5, weight: 1.36601128437 lowLim: 0.6561000000000001, upLim: 1.7569200000000005
Polymer 1, bead 6, weight: 1.40760059133 lowLim: 0.5904900000000002, upLim: 1.9326120000000007
Polymer 1, bead 7, weight: 1.42156247767 lowLim: 0.5314410000000002, upLim: 2.125873200000001
Polymer 1, bead 8, weight: 1.43471672904 lowLim: 0.47829690000000014, upLim: 2.3384605200000013
Polymer 1, bead 9, weight: 1.93650791872 lowLim: 0.43046721000000016, upLim: 2.572306572000002
Polymer 1, bead 10, weight: 2.04938814019 lowLim: 0.38742048900000015, upLim: 2.8295372292000023
Polymer 1, bead 11, weight: 2.19010483058 lowLim: 0.34867844010000015, upLim: 3.1124909521200026
Polymer 1, bead 12, weight: 2.22734581814 lowLim: 0.31381059609000017, upLim: 3.423740047332003
Polymer 1, bead 13, weight: 3.07248452547 lowLim: 0.28242953648100017, upLim: 3.7661140520652037
Polymer 1, bead 14, weight: 3.69873691205 lowLim: 0.25418658283290013, upLim: 4.142725457271724
Polymer 1, bead 15, weight: 3.80820445734 lowLim: 0.22876792454961012, upLim: 4.556998002998897
Polymer 1, bead 16, weight: 3.92702200601 lowLim: 0.2058911320946491, upLim: 5.012697803298788
Polymer 1, bead 17, weight: 5.33929921425 lowLim: 0.1853020188851842, upLim: 5.513967583628667
Polymer 1, bead 18, weight: 5.56196640262 lowLim: 0.16677181699666577, upLim: 6.065364341991534
Polymer 1, bead 19, weight: 5.9419997863 lowLim: 0.1500946352969992, upLim: 6.6719007761906886
Polymer 1, bead 20, weight: 9.34188024291 lowLim: 0.13508517176729928, upLim: 7.339090853809758
upLim
Polymer 2, bead 21, weight: 4.95441618438 lowLim: 0.12157665459056936, upLim: 8.072999939190733
Polymer 2, bead 22, weight: 5.19872500419 lowLim: 0.10941898913151243, upLim: 8.880299933109807
Polymer 2, bead 23, weight: 5.72756857576 lowLim: 0.0984770902183612, upLim: 9.768329926420789
Polymer 2, bead 24, weight: 5.86082522018 lowLim: 0.08862938119652508, upLim: 10.745162919062869
Polymer 2, bead 25, weight: 5.95318710429 lowLim: 0.07976644307687257, upLim: 11.819679210969158
Polymer 2, bead 26, weight: 9.89496956895 lowLim: 0.07178979876918531, upLim: 13.001647132066074
Polymer 2, bead 27, weight: 18.1271477279 lowLim: 0.06461081889226679, upLim: 14.301811845272683
upLim
Polymer 3, bead 28, weight: 10.9896339039 lowLim: 0.05814973700304011, upLim: 15.731993029799952
Polymer 3, bead 29, weight: 14.3287841651 lowLim: 0.0523347633027361, upLim: 17.30519233277995
Polymer 3, bead 30, weight: 14.6500477114 lowLim: 0.04710128697246249, upLim: 19.035711566057945
Polymer 3, bead 31, weight: 15.3009326789 lowLim: 0.042391158275216244, upLim: 20.93928272266374
Polymer 3, bead 32, weight: 15.797674527 lowLim: 0.03815204244769462, upLim: 23.033210994930116
Polymer 3, bead 33, weight: 16.413007262 lowLim: 0.03433683820292516, upLim: 25.33653209442313
Polymer 3, bead 34, weight: 22.0309486643 lowLim: 0.030903154382632643, upLim: 27.870185303865448
Polymer 2, bead 28, weight: 11.8977551133 lowLim: 0.05814973700304011, upLim: 15.731993029799952
Polymer 2, bead 29, weight: 12.3632863484 lowLim: 0.0523347633027361, upLim: 17.30519233277995
Polymer 2, bead 30, weight: 22.2895235989 lowLim: 0.04710128697246249, upLim: 19.035711566057945
upLim
Polymer 3, bead 31, weight: 12.2152231549 lowLim: 0.042391158275216244, upLim: 20.93928272266374
Polymer 3, bead 32, weight: 13.9254748656 lowLim: 0.03815204244769462, upLim: 23.033210994930116
Polymer 3, bead 33, weight: 16.1280916572 lowLim: 0.03433683820292516, upLim: 25.33653209442313
Polymer 3, bead 34, weight: 16.6746054661 lowLim: 0.030903154382632643, upLim: 27.870185303865448
Polymer 2, bead 31, weight: 12.1883292423 lowLim: 0.042391158275216244, upLim: 20.93928272266374
Polymer 2, bead 32, weight: 15.4562587161 lowLim: 0.03815204244769462, upLim: 23.033210994930116
Polymer 2, bead 33, weight: 16.0037329525 lowLim: 0.03433683820292516, upLim: 25.33653209442313
Polymer 2, bead 34, weight: 16.1730459708 lowLim: 0.030903154382632643, upLim: 27.870185303865448
Polymer 1, bead 21, weight: 4.8918320675 lowLim: 0.12157665459056936, upLim: 8.072999939190733
Polymer 1, bead 22, weight: 5.75421106728 lowLim: 0.10941898913151243, upLim: 8.880299933109807
Polymer 1, bead 23, weight: 5.91816736383 lowLim: 0.0984770902183612, upLim: 9.768329926420789
Polymer 1, bead 24, weight: 6.19434756425 lowLim: 0.08862938119652508, upLim: 10.745162919062869
Polymer 1, bead 25, weight: 6.29294619721 lowLim: 0.07976644307687257, upLim: 11.819679210969158
Polymer 1, bead 26, weight: 6.38981095415 lowLim: 0.07178979876918531, upLim: 13.001647132066074
Polymer 1, bead 27, weight: 6.47447031408 lowLim: 0.06461081889226679, upLim: 14.301811845272683
Polymer 1, bead 28, weight: 6.54510591015 lowLim: 0.05814973700304011, upLim: 15.731993029799952
Polymer 1, bead 29, weight: 6.69402503152 lowLim: 0.0523347633027361, upLim: 17.30519233277995
Polymer 1, bead 30, weight: 7.76820902881 lowLim: 0.04710128697246249, upLim: 19.035711566057945
Polymer 1, bead 31, weight: 9.84977086644 lowLim: 0.042391158275216244, upLim: 20.93928272266374
Polymer 1, bead 32, weight: 10.402035319 lowLim: 0.03815204244769462, upLim: 23.033210994930116
Polymer 1, bead 33, weight: 12.4170520479 lowLim: 0.03433683820292516, upLim: 25.33653209442313
Polymer 1, bead 34, weight: 12.5925474278 lowLim: 0.030903154382632643, upLim: 27.870185303865448
nPolymers: 5
nPolymers: 5
Polymer 2, bead 1, weight: 1.0 lowLim: 1.0, upLim: 1.2
Polymer 2, bead 2, weight: 1.0580343229 lowLim: 0.9, upLim: 1.32
Polymer 2, bead 3, weight: 1.0756649397 lowLim: 0.81, upLim: 1.4520000000000002
Polymer 2, bead 4, weight: 1.08177619691 lowLim: 0.7290000000000001, upLim: 1.5972000000000004
Polymer 2, bead 5, weight: 1.25601015134 lowLim: 0.6561000000000001, upLim: 1.7569200000000005
Polymer 2, bead 6, weight: 1.28473938525 lowLim: 0.5904900000000002, upLim: 1.9326120000000007
Polymer 2, bead 7, weight: 1.30424892372 lowLim: 0.5314410000000002, upLim: 2.125873200000001
Polymer 2, bead 8, weight: 1.32092577386 lowLim: 0.47829690000000014, upLim: 2.3384605200000013
Polymer 2, bead 9, weight: 1.34997879313 lowLim: 0.43046721000000016, upLim: 2.572306572000002
Polymer 2, bead 10, weight: 1.36281483557 lowLim: 0.38742048900000015, upLim: 2.8295372292000023
Polymer 2, bead 11, weight: 1.37380667965 lowLim: 0.34867844010000015, upLim: 3.1124909521200026
Polymer 2, bead 12, weight: 1.3809783053 lowLim: 0.31381059609000017, upLim: 3.423740047332003
Polymer 2, bead 13, weight: 1.39957692697 lowLim: 0.28242953648100017, upLim: 3.7661140520652037
Polymer 2, bead 14, weight: 2.18463864154 lowLim: 0.25418658283290013, upLim: 4.142725457271724
Polymer 2, bead 15, weight: 0.525424970614 lowLim: 0.22876792454961012, upLim: 4.556998002998897
Polymer 2, bead 16, weight: 0.578137957872 lowLim: 0.2058911320946491, upLim: 5.012697803298788
Polymer 2, bead 17, weight: 0.600472260685 lowLim: 0.1853020188851842, upLim: 5.513967583628667
Polymer 2, bead 18, weight: 0.61627059322 lowLim: 0.16677181699666577, upLim: 6.065364341991534
Polymer 2, bead 19, weight: 0.660723737148 lowLim: 0.1500946352969992, upLim: 6.6719007761906886
Polymer 2, bead 20, weight: 0.794454612522 lowLim: 0.13508517176729928, upLim: 7.339090853809758
Polymer 2, bead 21, weight: 0.857676273582 lowLim: 0.12157665459056936, upLim: 8.072999939190733
Polymer 2, bead 22, weight: 0.870388138225 lowLim: 0.10941898913151243, upLim: 8.880299933109807
Polymer 2, bead 23, weight: 0.88858292045 lowLim: 0.0984770902183612, upLim: 9.768329926420789
Polymer 2, bead 24, weight: 0.895925695958 lowLim: 0.08862938119652508, upLim: 10.745162919062869
Polymer 2, bead 25, weight: 0.901564657953 lowLim: 0.07976644307687257, upLim: 11.819679210969158
Polymer 2, bead 26, weight: 0.981276567767 lowLim: 0.07178979876918531, upLim: 13.001647132066074
Polymer 2, bead 27, weight: 1.03750454191 lowLim: 0.06461081889226679, upLim: 14.301811845272683
Polymer 2, bead 28, weight: 1.13826167726 lowLim: 0.05814973700304011, upLim: 15.731993029799952
Polymer 2, bead 29, weight: 1.35149296621 lowLim: 0.0523347633027361, upLim: 17.30519233277995
Polymer 2, bead 30, weight: 1.36941541662 lowLim: 0.04710128697246249, upLim: 19.035711566057945
Polymer 2, bead 31, weight: 1.37681499906 lowLim: 0.042391158275216244, upLim: 20.93928272266374
Polymer 2, bead 32, weight: 1.39279152369 lowLim: 0.03815204244769462, upLim: 23.033210994930116
Polymer 2, bead 33, weight: 1.41948912921 lowLim: 0.03433683820292516, upLim: 25.33653209442313
Polymer 2, bead 34, weight: 1.49739396462 lowLim: 0.030903154382632643, upLim: 27.870185303865448
nPolymers: 5
nPolymers: 5
Polymer 3, bead 1, weight: 1.0 lowLim: 1.0, upLim: 1.2
Polymer 3, bead 2, weight: 1.04100388836 lowLim: 0.9, upLim: 1.32
Polymer 3, bead 3, weight: 1.07202320737 lowLim: 0.81, upLim: 1.4520000000000002
Polymer 3, bead 4, weight: 1.07946986848 lowLim: 0.7290000000000001, upLim: 1.5972000000000004
Polymer 3, bead 5, weight: 1.08938929977 lowLim: 0.6561000000000001, upLim: 1.7569200000000005
Polymer 3, bead 6, weight: 1.1827586236 lowLim: 0.5904900000000002, upLim: 1.9326120000000007
Polymer 3, bead 7, weight: 1.48456170073 lowLim: 0.5314410000000002, upLim: 2.125873200000001
Polymer 3, bead 8, weight: 1.54042305884 lowLim: 0.47829690000000014, upLim: 2.3384605200000013
Polymer 3, bead 9, weight: 1.57296954396 lowLim: 0.43046721000000016, upLim: 2.572306572000002
Polymer 3, bead 10, weight: 1.58913492481 lowLim: 0.38742048900000015, upLim: 2.8295372292000023
Polymer 3, bead 11, weight: 1.69587661505 lowLim: 0.34867844010000015, upLim: 3.1124909521200026
Polymer 3, bead 12, weight: 1.83561222227 lowLim: 0.31381059609000017, upLim: 3.423740047332003
Polymer 3, bead 13, weight: 1.86509269933 lowLim: 0.28242953648100017, upLim: 3.7661140520652037
Polymer 3, bead 14, weight: 1.87585056282 lowLim: 0.25418658283290013, upLim: 4.142725457271724
Polymer 3, bead 15, weight: 1.95364950818 lowLim: 0.22876792454961012, upLim: 4.556998002998897
Polymer 3, bead 16, weight: 2.03789551393 lowLim: 0.2058911320946491, upLim: 5.012697803298788
Polymer 3, bead 17, weight: 2.07357586288 lowLim: 0.1853020188851842, upLim: 5.513967583628667
Polymer 3, bead 18, weight: 2.54758405098 lowLim: 0.16677181699666577, upLim: 6.065364341991534
Polymer 3, bead 19, weight: 2.76918751333 lowLim: 0.1500946352969992, upLim: 6.6719007761906886
Polymer 3, bead 20, weight: 3.23500104053 lowLim: 0.13508517176729928, upLim: 7.339090853809758
Polymer 3, bead 21, weight: 3.87628296428 lowLim: 0.12157665459056936, upLim: 8.072999939190733
Polymer 3, bead 22, weight: 3.94483321686 lowLim: 0.10941898913151243, upLim: 8.880299933109807
Polymer 3, bead 23, weight: 4.23692250242 lowLim: 0.0984770902183612, upLim: 9.768329926420789
Polymer 3, bead 24, weight: 4.92491635919 lowLim: 0.08862938119652508, upLim: 10.745162919062869
Polymer 3, bead 25, weight: 5.01671558476 lowLim: 0.07976644307687257, upLim: 11.819679210969158
Polymer 3, bead 26, weight: 5.05837316162 lowLim: 0.07178979876918531, upLim: 13.001647132066074
Polymer 3, bead 27, weight: 5.54247552629 lowLim: 0.06461081889226679, upLim: 14.301811845272683
Polymer 3, bead 28, weight: 6.28352434102 lowLim: 0.05814973700304011, upLim: 15.731993029799952
Polymer 3, bead 29, weight: 6.46595323011 lowLim: 0.0523347633027361, upLim: 17.30519233277995
Polymer 3, bead 30, weight: 7.00003426845 lowLim: 0.04710128697246249, upLim: 19.035711566057945
Polymer 3, bead 31, weight: 7.18285996586 lowLim: 0.042391158275216244, upLim: 20.93928272266374
Polymer 3, bead 32, weight: 7.42042877147 lowLim: 0.03815204244769462, upLim: 23.033210994930116
Polymer 3, bead 33, weight: 7.46830644973 lowLim: 0.03433683820292516, upLim: 25.33653209442313
Polymer 3, bead 34, weight: 7.75952005528 lowLim: 0.030903154382632643, upLim: 27.870185303865448
nPolymers: 5
nPolymers: 5
Polymer 4, bead 1, weight: 1.0 lowLim: 1.0, upLim: 1.2
Polymer 4, bead 2, weight: 1.02306857898 lowLim: 0.9, upLim: 1.32
Polymer 4, bead 3, weight: 1.08774301046 lowLim: 0.81, upLim: 1.4520000000000002
Polymer 4, bead 4, weight: 1.35408322413 lowLim: 0.7290000000000001, upLim: 1.5972000000000004
Polymer 4, bead 5, weight: 1.37005388008 lowLim: 0.6561000000000001, upLim: 1.7569200000000005
Polymer 4, bead 6, weight: 1.4544882465 lowLim: 0.5904900000000002, upLim: 1.9326120000000007
Polymer 4, bead 7, weight: 1.51115064068 lowLim: 0.5314410000000002, upLim: 2.125873200000001
Polymer 4, bead 8, weight: 1.52475673708 lowLim: 0.47829690000000014, upLim: 2.3384605200000013
Polymer 4, bead 9, weight: 1.53266379721 lowLim: 0.43046721000000016, upLim: 2.572306572000002
Polymer 4, bead 10, weight: 1.55239074454 lowLim: 0.38742048900000015, upLim: 2.8295372292000023
Polymer 4, bead 11, weight: 1.57962380508 lowLim: 0.34867844010000015, upLim: 3.1124909521200026
Polymer 4, bead 12, weight: 1.58972437985 lowLim: 0.31381059609000017, upLim: 3.423740047332003
Polymer 4, bead 13, weight: 1.59752386309 lowLim: 0.28242953648100017, upLim: 3.7661140520652037
Polymer 4, bead 14, weight: 1.72791597592 lowLim: 0.25418658283290013, upLim: 4.142725457271724
Polymer 4, bead 15, weight: 1.75859681587 lowLim: 0.22876792454961012, upLim: 4.556998002998897
Polymer 4, bead 16, weight: 1.8785399092 lowLim: 0.2058911320946491, upLim: 5.012697803298788
Polymer 4, bead 17, weight: 1.94153314259 lowLim: 0.1853020188851842, upLim: 5.513967583628667
Polymer 4, bead 18, weight: 2.20498386374 lowLim: 0.16677181699666577, upLim: 6.065364341991534
Polymer 4, bead 19, weight: 4.61500396041 lowLim: 0.1500946352969992, upLim: 6.6719007761906886
Polymer 4, bead 20, weight: 6.68327714825 lowLim: 0.13508517176729928, upLim: 7.339090853809758
