
38 30 3.83657207416 0 91.0415850841
73 30 3.09875711556 0 94.5568307612
218 30 3.56381335554 0 82.5284270966
206 30 3.39183651251 0.05 90.1276468246
134 30 3.15681717443 0.1 85.4202485075
160 30 3.25593802161 0.15000000000000002 84.4351315165
178 30 3.40089554482 0.2 105.154279668
134 30 3.40194240078 0.25 78.9874995815
4203 30 3.57830269832 0.3 90.4792285971
159 30 3.34029914003 0.35 91.7652750031
224 30 3.3847915747 0.39999999999999997 84.3738814212
351 30 3.83436614836 0.44999999999999996 87.2187803865
465 30 3.44084618065 0.49999999999999994 88.9067415668
213 30 3.14333568205 0.5499999999999999 81.2676047219
651 30 3.43990131893 0.6 92.5151408296
263 30 3.30063432015 0.65 94.7086696395
140 30 3.89951349374 0.7000000000000001 103.897855311
318 30 3.49881215056 0.7500000000000001 100.346173036
9629 30 3.55633482469 0.8000000000000002 91.3500352889
326 30 3.45581599082 0.8500000000000002 92.1680815099
550 30 3.44562061267 0.9000000000000002 90.5202882962
1102 30 3.4465870941 0.9500000000000003 89.8545092303
149 30 3.40274159434 1.0000000000000002 79.6380351861
166 30 3.41487569915 1.0500000000000003 88.8873345206
367 30 3.46058592945 1.1000000000000003 80.3906991331
157 30 3.28409886317 1.1500000000000004 88.6711057502
249 30 3.38681576427 1.2000000000000004 84.1790707977
181 30 3.70496396397 1.2500000000000004 92.2713097122
474 30 3.50820208828 1.3000000000000005 91.3258996796
202 30 3.53092450935 1.3500000000000005 88.8508777703
230 30 3.65613611956 1.4000000000000006 93.302285802
184 30 3.31274123942 1.4500000000000006 82.5259217954
